Student_Code,Student_ID,Student_Name,Email,MSTE_AVE,HPGE_AVE,PSAD_AVE,GWA,COMPREHENSION_INDEX,Graduated_with_Latin,Age,Gender,Father_Monthly_Income,Father_Educational_Attainment,Mother_Monthly_Income,Mother_Educational_Attainment,Location,Exam_year,Months_prep,Year_Level
4-23-06,2018109113,"VILLANUEVA, MARY JOY NAVARRO",maryvillanueva@yahoo.com,1.78,2.04,2.2,2.09,2.34,NO,28,F,Low Income,College Graduate,High Income,Elementary Graduate,Within City,2023,35,4th Year
7-21-18,2020101712,"NACASABOG, FLORA NANOL",flora.nacasabog@hotmail.com,2.54,2.41,1.94,2.25,2.15,NO,25,F,Low Income,College Graduate,Low Income,Highschool Level,Outside City,2021,6,5th Year
7-21-19,2014100370,"RAYPON, MELISSA VEGA",melissa_raypon32@gmail.com,2.5,2.66,2.43,2.53,1.91,NO,26,F,High Income,Highschool Graduate,Low Income,N/a,Outside City,2021,12,4th Year
7-21-20,2016107365,"ABREGANA, BIANCA PERALTA",biancaabregana84@icloud.com,1.77,1.85,2.38,2.09,2.5,NO,28,F,Low Income,High School Graduate,Low Income,Elementary Graduate,Outside City,2021,12,4th Year
7-21-21,2019109617,"MANALO, OSCAR PAREDES",oscarmanalo51@yahoo.com,2.07,1.72,2.34,2.13,2.24,0,30,M,Low Income,2,Low Income,-,Within City,2021,12,4th Year
7-21-22,2015109417,"AMARGA, HANNAH TORRES",hannah.amarga@yahoo.com,2.29,2.37,2.31,2.47,2.11,NO,22,F,Low Income,College level,Middle Income,College Graduate,Within City,2021,12,4th Year
7-21-23,2019109200,"ANGELES, FLORA REYES",flora_angelesyahoo.com,2.39,2.05,1.71,2.070,1.78,NO,20,F,Low Income,N/A,Low Income,High School Graduate,outside city,2021,6,4
7-21-24,2017108898,"BAGONGON, ALMA MAGNO",alma.bagongon10@icloud.com,2.4,2.18,2.74,"2,32",2.44,NO,24,F,Middle Income,Elementary Graduate,Low Income,College Graduate,Within City,2021,12,5th Year
7-21-25,2014103882,"QUINTO, ROGELIO JIMENEZ",rogelio.quinto@icloud.com,1.94,2.39,2.29,2.11,1.76,NO,23,M,Middle Income,hs grad,Middle Income,College level,Within City,2021,12,4th Year
7-21-26,2017104740,"PABILLARAN, TANYA FERNANDEZ",tanyapabillaran86@hotmail.com,2.7,2.48,2.65,2.76,1.66,NO,22,F,Low Income,College Graduate,Middle Income,College Graduate,Outside City,2021,12,4th Year
7-21-27,2017106786,"LEMU, JASMINE DELA CRUZ",jasmine.lemu89@gmail.com,2.49,2.46,2.0,2.39,2.6,NO,27,F,High Income,N/A,Low Income,College Graduate,Within City,2021,12,4th Year
7-21-28,2018101037,"MAGNO, HERA DEANNE LACSON",hera_magno@outlook.com,1.76,1.84,2.54,2.0,2.21,NO,25,F,Middle Income,N/A,Middle Income,College level,Outside City,2021,6,5th Year
7-21-29,2015107230,"MAGNO, TRISHA MAE PESIDAS",trisha_magno1@outlook.com,2.74,2.64,2.6,2.6,2.6,NO,21,F,Middle Income,High School Graduate,Low Income,College Graduate,Within City,2021,6,4th Year
7-21-30,2017103836,"NILLAS, MELISSA PERALTA",melissa_nillas71@yahoo.com,1.62,1.77,1.6,1.69,2.06,YES,25,F,Middle Income,High School Graduate,High Income,N/A,Within City,2021,6,5th Year
7-21-31,2014101690,"OCAMPO, PEARL FERNANDEZ",pearl.ocampo@outlook.com,1.98,2.52,2.59,2.41,1.59,NO,29,F,Low Income,High School Graduate,Middle Income,College Graduate,Within City,2021,12,5th Year
7-21-32,2020103559,"VILLASTIQUE, JOSE MAGNO",jose.villastique1@icloud.com,1.65,2.41,1.94,1.98,1.81,NO,23,M,Middle Income,College level,Middle Income,College Graduate,Within City,2021,12,4th Year
7-21-33,2021103090,"CASANE, ROSA UMALI",rosa.casane61@hotmail.com,2.62,2.69,2.12,2.36,2.24,NO,28,F,Middle Income,High School Graduate,Low Income,Highschool Level,Outside City,2021,12,4th Year
7-21-34,2015107717,"QUINTO, MICHAEL JOHN JAGUALING",michaelquinto@hotmail.com,1.52,1.77,2.65,2.11,1.86,NO,31,M,Low Income,College Graduate,Low Income,N/A,Within City,2021,12,5th Year
7-21-35,2014108377,"ABANIL, ROGELIO PASCUAL",rogelio.abanil12@gmail.com,1.91,2.23,2.45,2.24,1.89,NO,26,M,Middle Income,N/A,Middle Income,N/A,Outside City,2021,6,5th Year
7-21-36,2013105067,"ALBISO, JUAN PERALTA",juan.albiso@icloud.com,1.67,1.51,2.12,1.72,2.53,YES,25,M,Low Income,Elementary Graduate,Middle Income,College Graduate,Within City,2021,12,5th Year
7-21-37,2017108582,"NATIVIDAD, CRIS DELA CRUZ",cris.natividad39@,1.6,2.07,1.95,1.87,1.96,NO,21,M,10000-30000,N/A,20000,College Graduate,Within City,2021,6,5th Year
7-21-38,2013104006,"SORIANO, JOSHUA VEDRA",joshua.soriano@hotmail.com,2.65,1.72,2.7,2.22,2.39,NO,30,M,Low Income,High School Graduate,Low Income,College Graduate,Outside City,2021,6,5th Year
7-21-39,2014108225,"TORRES, MIGUEL JAVIER",miguel_torres98@icloud.com,2.14,1.56,2.0,2.01,2.47,NO,24,M,Low Income,N/A,Middle Income,N/A,Outside City,2021,6,4th Year
7-21-40,2020103201,"ABREGANA, MARK REYES",mark.abregana[at]gmail.com,1.53,2.18,2.29,2.06,N/A,NO,25,M,Low Income,College Graduate,Middle Income,College Graduate,Within City,2021,6,4th Year
7-21-41,2016106878,"ABAD, MERIAN PERALTA",merianabad66@hotmail.com,1.85,1.55,1.79,1.83,2.62,NO,31,0,Low Income,N/A,Low Income,College Graduate,Within City,2021,6,4th Year
7-21-42,2015103879,"MORALES, LIZA JAVIER",liza.morales@hotmail.com,1.99,2.54,1.91,2.13,2.68,NO,22,F,Middle Income,N/A,Middle Income,N/A,Outside City,2021,12,4th Year
7-21-43,2021105870,"PASCUAL, NESTOR RAMOS",nestorpascual@gmail.com,1.83,1.65,1.7,1.78,2.37,YES,25,M,Low Income,Master's Degree,Middle Income,High School Graduate,Within City,2021,12,5th Year
7-21-44,2015100509,"LACSON, JASMINE ESTRADA",jasmine.lacson@outlook.com,2.19,1.62,1.63,1.9,1.58,NO,23,f,Low Income,High School Graduate,Middle Income,College level,Within City,2021,12,4th Year
7-21-45,2014100357,"DELOS REYES, RAMON JAVIER",ramon.delosreyes49@hotmail.com,1.66,2.63,2.54,2.23,N/A,NO,27,Male,Low Income,High School Graduate,High Income,College Graduate,Outside City,2021,6,4th Year
7-21-46,2019102831,"AMARGA, HERA DEANNE OGUIMAS",hera.amarga@hotmail.com,1.85,2.6,1.54,2.03,1.87,NO,26,F,Middle Income,N/A,Low Income,High School Graduate,Outside City,2021,6,4th Year
11-22-22,2019105344,"BAUTISTA, MARICEL MORALES",maricelbautista74@outlook.com,1.66,2.03,2.68,2.18,2.27,NO,24,F,Low Income,Highschool Level,Middle Income,N/A,Outside City,2022,6,4th Year
11-22-20,2017105753,"GUEVARA, JANINE LEMOSENIRO",janine_guevara22@yahoo.com,2.67,1.64,2.71,2.24,1.83,NO,21,F,Middle Income,College Graduate,Low Income,High School Graduate,Within City,2022,6,5th Year
7-21-47,2021104082,"MANALO, DANIEL GARCIA",danielmanalo32@outlook.com,2.18,2.11,2.64,2.31,1.72,NO,25,M,Middle Income,College Graduate,Low Income,Elementary Graduate,Outside City,2021,12,4th Year
7-21-48,2016102615,"GOMEZ, AARON OGUIMAS",aaron.gomez@hotmail.com,2.17,2.49,2.42,2.44,2.22,NO,32,M,Low Income,Master's Degree,High Income,N/A,Within City,2021,12,4
7-21-49,2018109692,"MANALO, KENNETH NAVARRO",kennethmanalo@icloud.com,2.2,2.2,1.74,2.19,2.12,NO,24,M,Low Income,N/A,Low Income,College level,Within City,2021,12,4th Year
7-21-50,2016102137,"ALPAS, ANALIZA JAVIER",,2.56,1.9,1.53,2.02,,NO,28,F,Middle Income,High School Graduate,High Income,College Graduate,Outside City,2021,6,4th Year
3-24-01,2018102235,"TOLENTINO, PATRICK UMALI",patricktolentino@,2.3,2.11,1.9,2.17,2.61,NO,29,M,Middle Income,College level,Low Income,N/A,Outside City,2024,18,4th Year
3-24-02,2015102911,"NATIVIDAD, CHARLES SANTOS",charlesnatividad84@icloud.com,2.56,2.46,2.21,2.31,2.51,NO,29,M,Low Income,College Graduate,Middle Income,N/A,Within City,2024,6,4th Year
3-24-03,2018102750,"LIM, KENNETH GOMEZ",kenneth_lim10@outlook.com,1.51,1.76,2.37,1.84,2.4,YES,27,M,Middle Income,5,High Income,3,Outside City,2024,12,5th Year
3-24-04,2014107855,"DELA CRUZ, PAOLO JAGUALING",paolo.delacruz@gmail.com,2.5,1.54,1.53,1.79,1.93,NO,22,M,Middle Income,College Graduate,Low Income,N/A,Outside City,2024,18,4th Year
3-24-05,2015109950,"CASANE, ALVIE JOIE EBABACOL",alviecasane19@outlook.com,1.91,2.72,2.01,2.23,2.18,NO,30,F,Low Income,None,Low Income,4,outside,2024,6,4th Year
3-24-06,2013107005,"RAMIREZ, GERALD GARCIA",geraldramirez96@hotmail.com,1.75,1.53,1.71,1.6,N/A,NO,24,M,Middle Income,College Graduate,Low Income,Elementary Graduate,Out of City,2024,6,5th Year
3-24-07,2019106052,"BAGONGON, NESTOR ASAS",nestorbagongon@icloud.com,2.05,1.83,2.55,2.16,2.37,NO,21,M,Low Income,High School Graduate,Low Income,Master's Degree,Within City,2024,18,5th Year
3-24-08,2019108561,"TRINIDAD, ALMA NAVARRO",alma.trinidad63@gmail.com,2.6,2.1,1.6,2.22,2.13,NO,28,F,Middle Income,College level,Middle Income,N/A,Outside City,2024,6,4th Year
3-24-09,2015103471,"BAGONGON, CARLO FLORES",carlobagongon28@outlook.com,1.6,2.35,1.75,2.00,2.24,NO,31,M,High Income,High School Graduate,Low Income,High School Graduate,Outside City,2024,12,4th Year
3-24-10,2013109626,"ESTRADA, MARY JOY TADEO",MARYESTRADA67@ICLOUD.COM,1.69,2.23,2.45,2.26,2.2,NO,21,F,Middle Income,College Graduate,Middle Income,College Graduate,Outside City,2024,12,5th Year
3-24-11,2020100613,"PERALTA, EDWIN TADEO",edwin_peralta@hotmail.com,2.27,2.35,2.0,2.18,2.36,NO,20,M,Middle Income,College Graduate,High Income,N/A,Outside City,2024,12,4th Year
3-24-12,2020101609,"OCAMPO, CARLO ESTRADA",carlo.ocampo@icloud.com,2.05,2.53,1.84,2.12,1.73,NO,23,M,High Income,High School Graduate,Low Income,High School Graduate,Outside City,2024,6,5th Year
3-24-13,2015101075,"CANLAS, ANALIZA SANTOS",analiza.canlas38@gmail.com,1.67,2.56,2.6,2.14,2.54,NO,20,F,Low Income,College Graduate,Low Income,College Graduate,Outside City,2024,12,5th Year
3-24-14,2021106503,"AMPO, THOMAS RECINTO",thomasampo58@icloud.com,1.97,2.24,1.72,2.09,1.94,NO,22,M,Middle Income,College Graduate,Low Income,N/A,Within City,2024,12,Year 4
3-24-15,2016103626,"CRUZ, THOMAS OGUIMAS",thomas.cruz@hotmail.com,2.31,2.14,2.58,2.48,2.09,NO,22,M,"PHP 15,000",N/A,10k-30k,Elementary Graduate,Outside City,2024,18,4th Year
3-24-16,2017106943,"BERNARDO, FAITH ASAS",faith.bernardo19@outlook.com,1.77,1.88,2.15,1.97,1.51,NO,25,F,Middle Income,1,Middle Income,5,Outside City,2024,6,4th Year
3-24-17,2017105327,"OCAMPO, LIZA PESIDAS",liza.ocampo78@gmail.com,1.69,2.46,2.62,2.35,2.25,NO,30,F,Low Income,N/A,Low Income,High School Graduate,Outside City,2024,12,5th Year
3-24-18,2019106361,"NATIVIDAD, JOSEPH LACSON",josephnatividad@icloud.com,1.74,2.41,1.78,1.99,2.63,NO,28,M,Low Income,College Graduate,Low Income,College level,Outside City,2024,6,5th Year
3-24-19,2017109159,"LIM, THOMAS AGUILAR",thomas_lim@yahoo.com,1.61,1.94,2.43,1.94,1.91,NO,24,Male,Low Income,N/A,Low Income,College level,Within City,2024,12,5th Year
3-24-20,2021101963,"OCAMPO, VERA REYES",vera.ocampo63@icloud.com,1.57,2.57,1.67,1.85,2.21,NO,27,f,Low Income,N/A,Middle Income,N/A,Outside City,2024,18,5th Year
3-24-21,2018100950,"VILLANUEVA, NESTOR CAYETUNA",nestor_villanueva@icloud.com,2.45,1.71,2.46,2.2,1.61,NO,29,M,low-income,High School Graduate,Low income,High School Graduate,Within City,2024,6,5th Year
3-24-22,2018100230,"FAJARDO, FELICIA PESIDAS",felicia_fajardo49@gmail.com,1.52,1.51,2.42,1.73,1.89,YES,28,F,Middle Income,Coll. Graduate,Low Income,Elementary Graduate,Outside City,2024,12,4th Year
3-24-23,2021105535,"VILLASTIQUE, JANINE LEMOSENIRO",janine_villastique1@outlook.com,2.75,2.11,2.44,2.33,,NO,20,F,,N/A,Middle Income,,Within City,2024,6,4th Year
3-24-24,2013106147,"GUEVARA, CARMEN SORIANO",carmen_guevara@gmail.com,1.56,2.74,2.33,2.26,N/A,NO,31,F,Low Income,N/A,Low Income,Elementary Graduate,Within City,2024,6,4th Year
3-24-25,2013104933,"PABILLARAN, KRISTINE HERNANDEZ",kristinepabillaran38@outlook.com,2.15,2.28,2.38,2.25,2.14,NO,29,Female,low,N/A,low-income,N/A,Within City,2024,12,5th Year
3-24-26,2016105864,"ACAIN, ROSA HIPONA",rosa.acain51@hotmail.com,2.19,2.64,2.36,2.39,1.52,NO,21,F,high income,COLLEGE GRADUATE,mid income,none,Within City,2024,18,5th Year
3-24-27,2014104192,"BAUTISTA, RYAN ASAS",ryan.bautista47@outlook.com,2.08,1.62,1.72,1.67,2.5,YES,31,M,Low Income,College Graduate,Middle Income,,Within City,2024,18,4th Year
3-24-28,2018105857,"CASTILLO, STEPHANIE BERNARDO",stephanie.castillo@gmail.com,2.42,1.97,1.93,1.99,2.07,NO,31,F,Middle Income,College level,Middle Income,college graduate,Within City,2024,6,4th Year
3-24-29,2013102611,"QUINTO, VICTOR GARCIA",victorquinto@yahoo.com,2.5,2.35,1.73,2.16,1.54,NO,30,M,Middle Income,College Graduate,Middle Income,High School Graduate,Outside City,2024,6,4th Year
3-24-30,2020100753,"MORALES, CRIS ARIAS",cris_morales56@yahoo.com,2.38,2.35,2.46,2.42,2.72,NO,30,M,Middle Income,College Grad,Low Income,College level,Outside City,2024,18,4th Year
3-24-31,2020105664,"LACSON, RIKKA MELISSE SORIANO",rikka_lacson@icloud.com,1.57,2.3,1.7,1.96,2.59,YES,27,F,Low Income,Elementary Graduate,Low Income,High School Graduate,Outside City,2024,12,5th Year
3-24-32,2014107521,"NATIVIDAD, MARICRIS GOMEZ",maricrisnatividad@gmail.com,1.61,2.12,1.9,2.02,1.52,NO,26,F,Low Income,N/A,Middle Income,N/A,Outside City,2024,18,4th Year
3-24-33,2020105584,"TORRES, MERIAN PAREDES",merian.torres94@icloud.com,2.07,2.2,2.27,2.17,2.39,NO,21,F,Low Income,N/A,Middle Income,High School Graduate,Outside City,2024,18,5th Year
3-24-34,2014100750,"VILLASTIQUE, PAUL LACSON",paulvillastiqueoutlook.com,2.4,2.4,1.63,2.18,2.66,NO,26,M,Low Income,N/A,Middle Income,Highschool Level,Outside City,2024,6,4th Year
3-24-35,2014107381,"QUINTO, KRISTINE BAUTISTA",kristine_quinto@yahoo.com,1.67,2.12,2.16,1.85,2.55,NO,28,F,Middle Income,College Graduate,High Income,N/A,Within City,2024,6,5th Year
3-24-36,2018108259,"SUAREZ, FLORA JIMENEZ",flora_suarez54@outlook.com,2.45,1.84,2.7,2.47,1.67,NO,26,0,Middle Income,High School Graduate,Middle Income,College Graduate,Outside City,2024,18,5th Year
3-24-37,2021103560,"BAUTISTA, LUIS VEGA",luis_bautista33@icloud.com,1.93,2.34,2.73,2.38,2.13,NO,31,M,middle income,College Graduate,MIDDLE INCOME,College level,OUTSIDE CITY,2024,18,4th Year
3-24-38,2021104684,"ALBISO, MARICRIS OCAMPO",maricrisalbiso31@icloud.com,1.63,1.98,1.57,1.59,2.48,NO,30,F,Low Income,College Graduate,Middle Income,Elementary Graduate,Within City,2024,12,4th Year
3-24-39,2014109205,"LACSON, JEROME VEDRA",jeromelacson86@gmail.com,1.8,2.48,2.5,2.2,2.66,NO,26,M,Low Income,Coll. Graduate,Middle Income,MASTER'S DEGREE,Within City,2024,6,5th Year
3-24-40,2016107259,"AGUILAR, RICHARD MAGNO",richard.aguilar@gmail.com,2.24,2.42,1.75,2.2,2.06,NO,30,M,Low Income,College Graduate,High Income,N/A,Within City,2024,12,4th Year
3-24-41,2017102131,"MENDOZA, JOSEPH ARIAS",joseph.mendoza65@hotmail.com,1.91,2.39,1.69,,1.56,NO,,M,Middle Income,College Graduate,Low Income,College level,Within City,2024,18,4th Year
3-24-42,2016103012,"CANLAS, FERDINAND DICTO",ferdinand.canlas58@icloud.com,2.02,2.17,1.61,1.85,1.91,NO,23,1,high,High School Graduate,MIDDLE INCOME,College level,Within City,2024,6,4th Year
3-24-43,2020103937,"NAVARRO, ARGIE VEDRA",argie_navarro@yahoo.com,2.64,2.68,1.98,2.45,2.64,NO,32,M,Low Income,High School Graduate,Middle Income,N/A,Within City,2024,12,4th Year
3-24-44,2014102742,"GINGONE, RICHARD CAYETUNA",richard.gingone23@hotmail.com,2.34,2.47,2.58,2.44,2.17,NO,31,M,Middle Income,High School Graduate,Middle Income,College Graduate,Within City,2024,18,4th Year
3-24-45,2013107523,"NILLAS, IRENE CELLE JAGUALING",irene.nillas@outlook.com,1.57,2.49,2.2,2.11,1.82,0,26,F,Low Income,Highschool Level,Low Income,High School Graduate,Within City,2024,18,4th Year
3-24-46,2014109594,"LEMU, CHARLES RETERACION",charles_lemu@gmail.com,2.66,1.63,2.48,2.2,N/A,NO,32,M,High Income,College Graduate,Low Income,N/A,Within City,2024,18,5th Year
3-24-47,2019108941,"ABAD, ANGELA MACAS",angelaabad53@icloud.com,2.35,2.64,2.49,2.56,2.69,NO,28,F,Middle Income,N/A,Low Income,College level,Outside City,2024,18,5th Year
3-24-48,2014104992,"DIZON, JEROME CAYETUNA",jeromedizon@icloud.com,2.02,2.31,2.14,2.05,2.54,NO,23,M,Low Income,,Middle Income,N/A,Outside City,2024,18,5th Year
3-24-49,2017101103,"REYES, JERICA MAE SALAZAR",jerica_reyes@icloud.com,2.23,2.69,1.95,2.34,1.86,false,21,Female,"PHP 50,000",High School Graduate,≤9999,College level,Outside City,2024,18,4th Year
3-24-50,2018105182,"ABREGANA, ALVIE JOIE BEHAGAN",alvie_abregana74@yahoo.com,1.81,1.78,2.42,1.98,1.67,N,27,F,Low Income,Highschool Level,Low Income,College level,Within City,2024,18,5th Year
9-20-01,2017102293,"LEMU, CRIS SALAZAR",crislemu@gmail.com,1.59,1.52,2.13,1.61,2.01,YES,20,M,Middle Income,Master's Degree,Low Income,High School Graduate,Within City,2020,12,4th Year
9-20-02,2017102193,"DAVID, TANYA PADLA",tanya_david32@icloud.com,2.0,2.13,2.33,2.26,2.27,NO,22,F,Middle Income,N/A,Low Income,College level,Within City,2020,12,4th Year
9-20-03,2013103585,"GINGONE, MARIA ASAS",,1.96,1.55,1.76,1.88,,NO,20,F,Low Income,N/A,Middle Income,Master's Degree,Outside City,2020,,5
9-20-04,2015106171,"QUINTO, PEARL AGUILAR",pearl.quinto@icloud.con,2.62,1.6,1.81,2.15,2.01,NO,25,F,Low Income,College level,Low Income,High School Graduate,Within City,2020,,4th Year
3-24-37,2021103560,"BAUTISTA, LUIS VEGA",luis_bautista33@icloud.com,1.93,2.34,2.73,2.38,2.13,NO,31,M,Middle Income,College Graduate,Middle Income,College level,Outside City,2024,18,4th Year
2-19-25,2020105330,"ALPAS, NESTOR MACAS",nestor_alpas6@yahoo.com,2.69,1.59,1.64,2.07,1.97,NO,27,M,Middle Income,N/A,Low Income,N/A,Within City,2019,6,5th Year
9-20-05,2014108430,"ABANIL, HERA DEANNE RAPLIZA",heraabanil98@hotmail.com,1.7,2.25,2.52,2.2,1.91,NO,21,F,Low Income,N/A,Low Income,N/A,Outside City,2020,6,5th Year
9-20-06,2015109396,"DAVID, CARLO HIPONA",carlo_david@icloud.com,2.61,1.68,1.71,2.13,2.01,0,29,M,MIDDLE INCOME,College Graduate,Mid-Income,College Graduate,Within City,2020,6,5th Year
9-20-07,2020107891,"SALAZAR, RICO MANALO",ricosalazar60@yahoo.com,1.68,2.23,2.46,2.16,1.71,NO,30,M,,College level,Low Income,N/A,Outside City,2020,6,5
9-20-08,2016108564,"SUAREZ, RIKKA MELISSE EBABACOL",rikka.suarez@yahoo.com,1.72,2.63,2.25,2.31,2.44,NO,21,F,Low Income,College level,Low Income,College Graduate,Outside City,2020,12,5th Year
9-20-09,2013108680,"SANTIAGO, MARIA UMALI",mariasantiago@icloud.com,2.46,1.94,2.51,2.43,2.22,NO,26,0,5000-9999,N/A,≤9999,College Graduate,Outside City,2020,12,5th Year
9-20-10,2013100116,"ABREGANA, EMMANUEL JR VEDRA",emmanuel.abregana@gmail.com,2.32,2.36,1.89,2.15,2.31,NO,24,M,low-income,4,Low income,4,Outside City,2020,6,5th Year
9-20-11,2021107904,"LACSON, SAMUEL MORALES",samuel.lacson@outlook.com,2.1,2.74,2.22,2.44,1.67,NO,30,M,Low Income,College Graduate,Low Income,College Graduate,Within City,2020,6,4th Year
9-20-12,2018109020,"VEGA, PAOLO DELA CRUZ",paolo.vega81@hotmail.com,1.51,1.61,1.68,1.73,1.58,YES,21,M,mid income,College Graduate,mid income,High School Graduate,Outside City,2020,6,4th Year
9-20-13,2015108099,"REYES, TRISHA MAE PAREDES",,2.32,2.5,1.86,,2.14,NO,23,F,,High School Graduate,Middle Income,College Graduate,Within City,2020,6,5th Year
9-20-14,2019105785,"QUINTO, DIANA PESIDAS",diana.quinto@icloud.com,2.15,2.42,1.59,1.93,2.54,NO,25,F,LowIncome,N/A,Mid-Income,Master's Degree,Outside City,2020,12,4th Year
9-20-15,2017102867,"RAYPON, TANYA MORALES",tanya_raypon@gmail.com,1.59,1.87,2.68,2.14,2.6,NO,32,F,Middle Income,Master's Degree,Middle Income,College level,Within City,2020,12,4th Year
9-20-16,2020107548,"SABIO, JOSHUA ASAS",joshuasabio39@outlook.com,1.58,2.29,2.74,2.26,1.89,NO,25,M,Low Income,5,Low Income,-,Within City,2020,12,4th Year
9-20-17,2018101245,"MORALES, JOSHUA RETERACION",joshua_morales@icloud.com,1.77,2.22,1.73,1.980,1.74,NO,23,M,Middle Income,None,Middle Income,None,Within City,2020,12,5th Year
9-20-18,2014101964,"AUSTRIA, THOMAS SORIANO",thomasaustria@gmail.com,1.51,2.57,2.7,2.36,1.89,NO,29,M,Middle Income,Master's Degree,Low Income,College Graduate,Outside City,2020,12,4
9-20-19,2015100887,"ICASIANO, NORA HIPONA",nora_icasiano91@gmail.com,2.13,1.99,2.36,2.06,2.37,NO,27,F,Low Income,College Graduate,Low Income,High School Graduate,Within City,2020,12,4th Year
9-20-20,2017103066,"CASTILLO, ANA GARCIA",ana.castillo25@icloud.com,2.7,1.93,1.73,2.1,2.44,NO,25,F,MIDDLE INCOME,N/A,low income,N/A,Within City,2020,6,5th Year
9-20-21,2016109098,"REYES, BIANCA TADEO",bianca.reyes@icloud.com,2.5,2.42,2.09,2.19,1.67,NO,30,F,Low Income,College Graduate,Middle Income,Highschool Level,Within City,2020,12,4th Year
9-20-22,2015100983,"TRINIDAD, CRIS NATIVIDAD",cris_trinidad30@gmail.com,2.29,2.06,1.92,2.05,2.66,NO,24,M,Low Income,High School Graduate,Low Income,College Graduate,Within City,2020,6,4th Year
9-20-23,2017105818,"DAVID, JANINE TORRES",janinedavid44@outlook.com,2.47,2.06,1.6,2.08,2.7,0,22,0,Middle Income,3,High Income,4,Outside City,2020,6,4th Year
7-21-17,2018102725,"PERALTA, MARK ANTHONY MAGNO",mark.peralta@gmail.com,1.91,2.5,1.63,"1,89",2.43,NO,31,M,mid income,High School Graduate,LOW INCOME,College Graduate,Within City,2021,12,5th Year
9-20-24,2018103739,"BAUTISTA, ELENA PERALTA",elenabautista@gmail.com,1.83,2.31,1.84,1.98,1.95,NO,27,F,Low Income,N/A,Low Income,College Graduate,Outside City,2020,6,4th Year
9-20-25,2019101687,"TRINIDAD, REYMARK MORALES",reymark_trinidad@yahoo.com,1.57,2.46,2.15,2.21,2.27,NO,21,M,10k-30k,Highschool Level,20000,N/A,Outside City,2020,12,4th Year
9-20-26,2015108630,"BACONGUIS, MICHAEL JOHN HERNANDEZ",michael_baconguis26@yahoo.com,1.95,2.64,2.58,2.38,2.67,NO,28,M,Low Income,College Graduate,High Income,N/A,Outside City,2020,12,4th Year
9-20-27,2021105073,"ICASIANO, NORA MERCADAL",nora.icasiano@outlook.com,2.51,2.05,1.96,2.1,1.5,NO,32,F,mid income,High School Graduate,low-income,N/A,Outside City,2020,12,4th Year
9-20-28,2019104799,"ABREGANA, FERDINAND MORALES",ferdinand_abregana14@hotmail.com,1.97,2.01,2.2,2.03,2.42,NO,26,Male,Middle Income,N/A,Low Income,College level,Outside City,2020,12,5th Year
9-20-29,2021104404,"GINGONE, ZYRA JEAN RAPLIZA",zyra.gingone29[at]icloud.com,1.67,1.64,2.07,1.78,2.11,NO,22,F,Low Income,N/A,Low Income,N/A,Outside City,2020,6,4th Year
9-20-30,2013103814,"ALBISO, MARK TORRES",markalbiso@icloud.com,1.77,2.03,2.48,2.09,2.37,NO,20,M,Low Income,Master's Degree,Middle Income,N/A,Outside City,2020,6,4th Year
9-20-31,2015103148,"ALBISO, BIANCA NANOL",bianca.albiso@hotmail.com,2.72,2.39,1.98,2.51,2.74,NO,23,F,Low Income,High School Graduate,Middle Income,Master's Degree,Outside City,2020,12,4th Year
9-20-32,2017105293,"BAGONGON, RICHARD ESTRADA",richard.bagongon@gmail.com,2.67,2.15,1.82,2.25,2.61,NO,30,M,Low Income,College level,Low Income,Highschool Level,Within City,2020,12,4th Year
9-20-33,2019103982,"PAREDES, ARGIE UMALI",argie.paredes51@outlook.com,2.36,2.36,1.69,2.22,2.12,NO,30,M,Middle Income,Master's Degree,High Income,College level,Within City,2020,12,5th Year
9-20-34,2021101759,"FLORES, PAUL BEHAGAN",paulflores@yahoo.com,2.73,2.49,2.45,2.65,1.74,NO,31,M,Low Income,Elementary Graduate,Middle Income,N/A,Outside City,2020,12,5th Year
9-20-35,2020103109,"DIZON, PAUL CHRISTIAN BEHAGAN",paul_dizon@hotmail.com,2.42,1.84,2.54,2.39,1.59,NO,22,M,LOW INCOME,High School Graduate,Middle income,High School Graduate,Outside City,2020,6,5th Year
9-20-36,2018103912,"GINGONE, ROWENA HERNANDEZ",rowenagingone@outlook.com,2.71,2.52,1.74,2.38,1.69,NO,24,F,Low Income,N/A,Middle Income,High School Graduate,Within City,2020,6,4th Year
9-20-37,2015102926,"RAYPON, RAMON TORRES",ramonraypon93@outlook.com,1.74,1.54,2.3,1.83,2.28,NO,20,M,Low Income,N/A,Middle Income,College Graduate,Within City,2020,12,5th Year
9-20-38,2014107668,"LACSON, SAMUEL ESTRADA",samuel_lacson@gmail.com,2.67,2.02,1.96,2.28,1.83,NO,20,M,Middle Income,N/A,Middle Income,N/A,Within City,2020,6,4th Year
9-20-39,2021106313,"FAJARDO, RAMON HERNANDEZ",ramon.fajardo11@gmail.com,1.81,2.28,1.72,2.01,1.63,NO,30,M,Middle Income,College Graduate,Middle Income,High School Graduate,Within City,2020,6,5th Year
9-20-40,2021106579,"ACAIN, KRISTINE PASCUAL",kristine_acain@hotmail.com,2.75,2.05,1.94,2.19,1.91,NO,25,F,Low Income,College Graduate,Middle Income,Highschool Level,Within City,2020,6,5th Year
